,0,1
293,"@Putricimey Lg banyak diskon, you mo hadiah paan nih?",sirlymunir_
294,@baecjinyourg Biar diskon 70%,gyeotta
295,Promo diskon murah hanya di https://t.co/tqM9ElsXaR #bukalapak ##diskon #ollshop #shoping,efviel
296,"@infobankbjb Kebetulan saya tidak punya cicilan jadi saat gajian uangnya 25% saya tabung dan sedikit dikasih ke Ibu, bayar asuransi BPJS Ibu, buat beli kuota dan sedikit biaya alokasi tak terduga (hunting barang diskon) #bankbjb #bjbAsk",habilasaa
297,@gyeotta Ini Baeby dipuji supaya hyung dapet diskon ya? Oops maaf hyung ga mempan.,baecjinyourg
298,"Barusan di ciwalk little things flatshoesnya diskon jadi 99k semua, payless juga lg pada diskon 30-40%",putri_apr
299,"@bdbhjlng aku gak melu sek PO iki, tp cari yg diskon 15% tiap weekend wkwk mayan kok dadi 106",Rimaadhih
300,"@chengxow Kamu dong sewa, dikasih diskon nanti",xtacenda_
301,Lagi ada diskon nih---&gt;&gt;&gt;&gt;&gt; https://t.co/7zMPZJWFUv &lt;&lt;&lt;--+,ayotampilcantik
302,"Spalding tanktop - Rp 45.000  Spalding tanktop. 100% polyester Drifit Size M ( lingkar dada 95 cm) 75ribu .diskon 40% jadi 45ribu. Harga pas tidak bisa ditawar lagi. Maaf, tawar harga tidak dibalas ya. Order : WA 08978225179 Line@ pick2wear https://t.co/3ewt6zaEnc",pick2wear
303,Mumpung lagi diskon LAP X KANG DANIEL  Yang mau langsung PC aja ya   Sweater/hoodie Nomer 1 harganya 275k Nomer 2 harganya 370k Nomer 3 harganya 400k Nomer 4 harganya 430k  Tas Nomer 1 harganya 190k Nomer 2 harganya 400k Nomer 3 harganya 530k https://t.co/udGpGBeJXF,nawannass
304,"/edc/ Hai, buat kalian yang mau berlangganan paket belajar 1 tahun dan 2 tahun ruangguru, pake kode aku biar dapet diskon 40% kode ; elsandalfyunk https://t.co/mFSaCK10mt",educationfess
305,sobat qismin sepertiku samgat menantikan diskon 11.11 https://t.co/JGt6mDojNI,arjunjun97
306,@ezrakim97 Padahal belanja aja mas lagi ada diskon,kan9kino
307,"Lewat Aplikasi Ini, Bisa Reservasi Restoran Plus Dapat Diskon 50%  https://t.co/JV3q3uifgv via detikfood https://t.co/Ui3MurwsCt",ikicogan2
308,KATALOG SUPERINDO TERBARU periode 01-07 November 2018 sudah bisa dilihat disini https://t.co/v2fgJG8wS4,katalogpromosi
309,"Lewat Aplikasi Ini, Bisa Reservasi Restoran Plus Dapat Diskon 50%  https://t.co/cfFLE9PHvN via detikfood https://t.co/cpsSD4el61",osehuinrl
310,@CindyPraaa Hahaha setuju bgt ka cinnnn. Aku mau beli foundie disaat sekarat begini mikir 2kali walaupun lg diskon ,vinnyalfnitmi
311,"/wb mumpung lagi diskon, tas lap x daniel harganya jadi 190k ya.  https://t.co/T9Z4ACmSJj",Wannable_twts
312,"Lewat Aplikasi Ini, Bisa Reservasi Restoran Plus Dapat Diskon 50%  https://t.co/jMmTQngkJg via detikfood https://t.co/6FQeezEsb4",caeeyeon
313,"Lewat Aplikasi Ini, Bisa Reservasi Restoran Plus Dapat Diskon 50%  https://t.co/WfTpIOFUOA via @detikfood https://t.co/2ecmZy1xrS",detikcom
314,"Sungguh, sebuah kelangkaan tersendiri NOURA BERANI seNEKAT ini memberi diskon untuk semua buku!  Hanya berlangsung dua hari. Dari 10 sd 11 November 2018 di @mizanstore .  Jangan sampai terlewat momen langka ini.  #NouraVaganza https://t.co/0GlCoY0IPX",NouraPublishing
315,@egamld @membuahi yauda diskon aja de mumpung mo natal,pegawaisorga
316,GO WET WaterPark Promo Diskon 50% untuk pembayaran dengan TCASH* | Lihat informasi promosi dan ketentuan selengkapnya hanya di https://t.co/C8vHKIuV18,katalogpromosi
317,Nga ada duit banyak mau nya Pas ada duit pelit bener sampe mo beli sabun aja mili mili yg diskon maksimal yg mna,frianalim
318,Ayoo lgi diskon nih,Irwan97193991
319,Lagi asik telponan sama gebetan tiba2 pulsa habis. Bete bangetkan! Apalagi ga ada tempat pulsa yg buka. Tapi tenang karena saat ini kamu lebih mudah beli pulsa Telkomsel di Dinomarket. Bikin komunikasi kamu semakin lancar dengan DISKON 110 Ribu. Klik https://t.co/jR8dNlxoe2 https://t.co/sbI53KB7RG,DINOMARKET
320,@infectrno x.   Mantap. Gue nyari temen band dah. Jangan bosen liat muka gue ntaran ye bang. Sama bisa lah kasih diskon buat pelanggan tetap lo ini hehe,monochroem
321,"@.ananda ini gapunya twitter. Anak igeh dong. Mingyu @pledis_17 protection squad. Kak rai mau saingan Mingyu sama ini anak, mundur duluan. Kalo promo lip tint seventeen atau apapun bisa dong kasih diskon ke kita nda ",fiiagst
322,"@bayu_joo Selama kalian lihat diskon 90% pas di itung2 jadi 150rb, lalu kalian liat brg lain tanpa diskon dg harga 100rb, dan kalian pilih yg 100rb... Selamat, aku jugah begitoh",Ne_Leavtin
323,Happyfresh Promo Diskon 30% untuk Pembelian Produk di Kategori BAYI! https://t.co/odKL1YEIHh,katalogpromosi
324,"@askmenfess mending ke guardian lgsg aja mba,ada diskon ko aku beli yg gede gt 180an lagi diskon soalnya wkwk",Fitriandryn_26
325,"Buka jasa vector art nihh...  Vector 40k / wajah Diskon jadi 30k = jika lebih dari 2 wajah  Cepet = tambahan 10k Background custom = 10k (Pemandangan, logo)  -------  Cetak + figura = 45k",kenrieco_m
326,"250K GRATIS BUAT PESEN HOTEL!?  NIH PAKE LINK AKU NIH, BIAR BISA STAYCATION TAPI DISKON 250 REBAY. KAPAN LAGI KAN!? CUS!  https://t.co/MbJaZ6Z0Dw  . Use code: RIBKNQVPH",ribkadel
327,": Lu klo deket gue tekel, sumpah : Bawa sini, biar ayah ada temen begadang : Iye ntr nyari dl, kali di matahari lagi ada diskon. Kan mayan",kopitubrukk
328,Diskon apaan? Wonwoo gue paling mahal harganya  https://t.co/vsxhgeNBIH,haenalee1314
329,Highlighter focallur lagi diskon besar di shopee. Dari 225rb jadi 38rb aja dong. Tentulah ai tidak menyianyiakan kesempatan emas ini.,fauziakarina
330,"2 slot lg ya,  khusus malam ini diskon 100K, lokasi di swisbell ya,  cuma nerima yg bersedia DP, karna cuma expo, yg mau isi slot WA aja ya 088227795273 #bomalang #expomalang #bispakmalang #bisyarmalang #malangbo  #openbomalang #wpmalang #bomlg #availmalang #realbomalang https://t.co/G1dBs8u9eX",Aylnebispak
331,"Ingin traktir lunch teman sekantor tapi bingung pilih restorannya? Kenapa ngga ke Pizza Hut aja dan tukarkan #fiestapoin Sahabat, ada diskon hingga 30% loh. https://t.co/tLcNxEEq4H https://t.co/HPe7HA5m5n",mandirifiesta
332,@askmenfess Grobmart ajaaa. Lebih murah. Banyak diskon. Aman. Kadang juga gratis ongkir. Temenku sering beli novel disana,mantanjiwa
333,"Hasil riset pas di mall : ""lucu banget mo nangis (tanpa liat harga) "" Orang kaya  ""anjir lucu banget mana diskon lagi (ngeluarin kalkulator buat itung diskonannya)  Orang kaya, Aku.",Ananda_Pratiwi
334,"Hapus tangismu, Sayang, bedak dan gincumu boleh saja luntur, tapi kebahagiaanmu adalah harga pas tanpa diskon.  ~@DaniPranantya",PelangiPuisi
335,@kan9kino Wah lemah saya sama diskon,ezrakim97
336,"Sedikit trik buat yg mau beliin tiket kereta api buat bapak/ibu/kakek/nenek/pakde/bude Bagi yg blm tau, ada diskon 20% buat lansia kalo beli tiket kereta api jarak jauh di stasiun. Lha biar dapet diskon double, pas beli tiket PP, jgn jadi 1 form, pisahin antara berangkat &amp; pulang",siwhotmahendra
337,@Nuueee Bulan ini disini tgl 11 bulan 11 ada bulan berbelanja gt diskon gede eh.. Gue cek 256gb memori harganya 750k diskon 20rebu. Mahu nangis ingus  iya gue jg mau nabung beli nes wkwk anjay nyandu switch damn,Abah3764
338,@boubohu E tapi yg itu nda diskon n harganya 35 usd kalo gk salah jadi pasti lebih dr 75 dollar kalo km beli itu ,sooisxing
339,Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% https://t.co/dQ1yyKMDys  #PromoHotel #HotelMurah #Liburan #Hotel,TYNS_TRAVEL
340,"@parisnisky @stephaniezen Hai haii, tadi baru balik dari Aeon dalam rangka berburu diskon sushi 50% ",mrsbirama
341,"Liat concealer catrice: ""Wah gue butuh concealer"" Padahal yg lama masih ada  Liat sunscreen biore: ""Ah lucu. Mau ah diskon pula"" Padahal yang cetaphile blm abis  Liat lip cream matte lucu: ""Ah pengen lip cream yg beda warna"" Padahal shadesnya sama  Idupku kok gini2 amat :"")",feypanjaitan
342,"RETWEET  dapet DISKON!! Sepatu wanita ,daster murah,baju hijab Invite Pin BB 31406d58 https://t.co/tqnvqmcBvw #reseller",Jagadmayanet
343,Ini Dia KUPON HEMAT SPESIAL NOVEMBER - DISKON HINGGA 40% dari BURGER KING | Yuk buruan dicek dan didownload biar jajan kamu makin hemat | Lihat selengkapnya disini https://t.co/WLv6O0A160,katalogpromosi
344,@julejulid Free ongkir no minimal pembelian ya? Abisnya tadi yg aku pengen lg diskon bangeeeet:(,kejulidan
345,"Kemarin waktu diskon dev Paradox gua beli eu4+dlc RoMnya seharga 120an. Kemarin jg waktu halloween steam sale beli dlc eu4 yg CS, AoW, MN sama RS total 190. kl dijumah berati udh spend 310, dalam waktu sebulan. Hanya. Untuk. Satu. Game. Doang. Bangsat. Ga. Sih. Gua. Itu. https://t.co/4fo00KFXgD",aazizpratama
346,Samsung Experince Store by NASA Promo Indocomtech 2018 - cashback hingga Rp3 Juta + tambahan diskon hingga Rp1 Juta menggunakan Kartu Kredit bank tertentu| Lihat informasi promosi dan penawaran selengkapnya hanya disini https://t.co/PFhR2MCjGH,katalogpromosi
347,masih diskon....  *pura pura gak lihat* https://t.co/pe7RQDr86V,triggeredmz
348,"udah dikasih diskon itu mbanya, akutu harus gimana lagi sik mbanya yaallah kalo jualan dimintain diskon terus begini kapan bisa beli tiket konser @charlieputh  akutu bingung akutu https://t.co/sNPMy8LX1a",masihdede
349,"@indo35meme Lotteria pake kupon diskon, bayarnya pake gopay biar dapet cb,  Ayam + nasi bisa 10k doang",arnzeee
350,"@ardi_riau Wah,jngan gitu dong da??? Itu namonyo suudhon??? Hahahaha  Kalo mau nyari almtnya djlan prof doktor Maruf amin??? Kemrin sudah launching lho,, Abang minat mau ambil,ntuk jalan"" ke kelok 9.? Lumayan... Mumpung diskon,da??? Hahahaha. Ibo hati den ko,padiahhhhh...?",Hermawa84104564
351,@yuqipard Ya udah nambah aja. Tapi diskon pan?,thbzhwall
352,Jangan lewatkan juga promo cashback 50% untuk pengiriman antar kota kamu. Pakai kode diskon ANTARKOTA.  #delivereeworryfree,DelivereeID
353,Sedih dimana mana banya diskon ,nnshaphira
354,@notsasya Jangan bawa2 yg nunggu diskon dong sas,struxk
355,"Aku tak kuasa liat diskon, padahal yg kemaren belum dipake :(((",ayuuuzakia
356,tiap hari ke cfc gegara diskon gopay bisa jebol juga nih dompet,maulnaufall
357,"VNC 4 DAYS SALE up to 70% off mulai tanggal 01-04 November 2018 | Buruan Mampir, mana tau produk inceran kamu ikutan diskon | Pengen tau lebih lanjut ? Yuk cek ketentuan lengkapnya disini https://t.co/gNBaUHNmvb",katalogpromosi
358,Percuma tiket dot com diskon aing gapunya paspor,MSGMASAKO
359,"Gmz lvl ternyata makanan jambreng ada di shopee mall, dan harganya beda jauh sama di supermarket sini, adasih yg mirip2 cuma sering kosong jg :) dan sekarang lagi diskon 11.11 +++ diskon toko 15rb. Tapi kirim kesini ongkirnya ttp lebih mehong dari harga makananny 2lusin ",sirlymunir_
360,"@caplinsxxx Mengko yen lawan persib maneh dolan rene yoo ayo nribun bareng wkwk,aku gara2 ngomong suroboyoan pas nang bandung oleh diskon akeh pas tuku oleh2 soale mamang e viking sumpah iki ra ngapusi nek kelingan kudu ngguyu",Sindahirloh
361,"Anda memasuki cover katalog bulan ini... Jangan lupa baca ta'awudz dulu ya...   Karena di katalog ini ada ratusan produk yang bermanfaat, membahagiakan, dan lagi diskon. Pastikan Anda beli yang Anda butuhkan... Dan... https://t.co/7Cfht1Kacd",ning13starry
362,@W00ZI96SVT kalo sama lu bisa diskon 70% bang,roemsae
363,"Keistimewaan hidup di pakuwon city:  When u bete sendirian di kamar dan bingung mau ngapain, u tinggal pake jaket dan order gojek ke eastcoast pp gratis (pake vocer diskon 4k), nonton pilm xxi yang ada di jam itu  Life is good brah. Dont forget to say alhamdu?????lillah",teyyaong
364,{np} masih adaa diskon holika https://t.co/kpm9AR4I4s,New_preloved
365,"Lg banyak diskon, tp q tak adeu duwit",lialayeu
366,"Kebahagiaan hari ini, kebetulan dapet banyak diskon skincare. Alhamdulillah, jd bukan cuman pake aer wudhu doang nih biar mulus",giaanggastaa
367,"Soulmates VIP room karokean. Jln. by pass, depan pom bensin (0752) 32506.Bukittinggi . untuk hari ini dikasih diskon.",Randycotok1
368,@KM_Ningning02 @KM_SAERON00 Kasih diskon ronn,KM_Seulgi94
369,"Tapi yang jadi PR itu kumpulin database email yang pemiliknya setuju menerima newsletter.   Banyak sih yang bagi-bagi ebook gratis atau diskon buat kumpulin database email ini. Tapi ya gitu, mesti kreatif banget.  Karena netizen sekarang pemikirannya kritis.",fbajri
370,@ENAJHYUN97 @ENAMINHYUNG99 @ENAJISUNG002 @ENAHAECHAN00 @ENAJENO00 Kata kata terakhir. Jangan diskon gue ye ,ENALUCAS99
371,"Tumben, akhir bulan Oktober gak ada yg mau kasih saya voucher diskon beli mobil ESEMKA...?",si_DikRizal
372,@womanfeeds lip cream dear me mumpung lg diskon,seonomama
373,READY!!!! PRODUK BEST SELLER Dapatkan diskon tambahan bagi yang langsung datang ke toko kami yang beralamat diPerempatan Cipasung singaparna,GaleryHWI77
374,"Outfit kuliah gue : Karet rambut gratis, boleh minta ke temen cewe Kaos polos 35rb pas ada diskon Flannel 40rb dapet di cimolan kemeja bekas Celana LEA gratis, warisan kakak ipar Boxer gratis, ngembat kolor badminton bokap Sepatu converse hasil nabung 3 taon  #sobatmiskin https://t.co/wmJLRXVVeL",ra_GILA_gil
375,Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/3XnHHYvxzk ##diskon #ollshop #shoping,efviel
376,Diskon! Di mal ga dapet jeans keren harga 100rb! Cepet order di WA 081293994981 https://t.co/IYhdLWLRCP jaringaniklan,BillionStore
377,@beauthingy ori kok. emg segitu kan ya?  dan itu jg lg diskon.,la_vie_en_sa
378,VNC 4 DAYS SALE up to 70% off mulai tanggal 01-04 November 2018 | Buruan Mampir  mana tau produk inceran kamu ikutan diskon | Pengen tau lebih lanjut ? Yuk cek ketentuan lengkapnya disini https://t.co/IbAj6Bvznt,katalogpromosi
379,"@thyugn manjiw kan,andai diskon sama org2nya",cehnyoI
380,"PROMO TIENS, meninggikan Badan 2-10 cm dalam 30 hari. Invit 29A2D527 sms 085642236122 #Diskon #murah",tinggiinbadan1
381,@rlthingy Cari sale nya di sport station bs diskon dr 30-70%,msfahrochi
382,Samsung Experince Store by NASA Promo Indocomtech 2018 - cashback hingga Rp3 Juta + tambahan diskon hingga Rp1 Juta menggunakan Kartu Kredit bank tertentu| Lihat informasi promosi dan penawaran selengkapnya hanya disini https://t.co/dBapZrh1E8,katalogpromosi
383,@kaesangp mas tadi saya abis beli banana roll sang pisang 2 dus rasa stroberi sama coklat. diskon sering2 dong...,awpingg
384,Gabung di Grup Hematku dan dapatkan diskon spesial! https://t.co/DHIa4imx0U https://t.co/pbaWqlPRrU,itsmeNellaPutri
385,Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/tqM9ElsXaR ##diskon #ollshop #shoping,efviel
386,"@ShopeeID belanja di sini bikin tangan gatel asal klik aja. Murah banget, diskon gede-gedean. Hadeeh",adreena_r
387,"mau cari jokes buat temen temen, eh malah kehabisan. lagi pada diskon yak?",larasnovita_
388,"Nah, saban hari ada lucky spin, bisa dapet poin extra sampe ratusan rebu! Nah tu, mayan kan buat belik pulsa, token PLN, ikut undian atau redeem voucher diskon belanja di alfa.  Jaman now kudu terpinter handai taulan, jan dianggurin ada benefit cem gini~",nyaiQu
389,Bagi anda yg menyukai penghematan &amp; Promo2 diskon Mari Follow diskonevoucher krn banyak info diskon berguna bagi anda . Expand,hananurdinbot
390,"Belanja berhadiah Samsung S9 dan promo diskon dari Tokopedia, Di halaman pembayaran, jangan lupa untuk klik ""Gunakan Kode Promo"" dan masukkan kode ini =&gt; TPGIL4858",little7211
391,LAZADA Promo Elektronik Shopping Days! Diskon Hingga 50% + Voucher 10%! https://t.co/fypomxGVhp,katalogpromosi
392,"Lain lagi Kalo Sama ayu mah. Dia maunya nemenin Kalo ke gramedia ato ke matahari, itupun Kalo diskon akhir tahun wahahahahah. Jadilah Aku Dan ayu mencakar2 baju2 yg menurut Kita bagus Dan dibeli deh uwuwu",anisapurwaaa
393,"Eksklusif buat kamu pengguna langit musik,  ada kejutan khusus diskon 10% TIKET KONSER GUNS N' ROSES di Stadion Utama  Gelora Bung Karno Jakarta Download aplikasinya di https://t.co/q7fjP1UnCk dan tunjukan pada counter pembelian tiket on the spot. Jangan sampai kehabisan!!! https://t.co/ILjT3VcJnI",MelOnIndonesia
394,Dapatkan kode voucher diskon belanja online The Body Shop hingga 70%. Ayo Retweet! Coba hoki-mu sekarang. T&amp;C apply http://t.co/4ynDVPv6uD,TheBodyShopIndo
395,"Saksikan penampilan Guns N' Roses di Jakarta! Dapatkan langsung tiketnya melalui https://t.co/zSFqqIRvpR dengan kode promo BCAGNR20 untuk menikmati #BCAPromo diskon 20% dengan @KartuKreditBCA, Sakuku, BCA Virtual Account, dan BCA Klikpay hingga 8 Nov 2018. https://t.co/gfD5KtmAlW",KartuKreditBCA
396,Masa depan tergantung pada impian kamu. Maka pergilah tidur saja sekarang diskon murah hanya di https://t.co/tUxk2Mul0P ##diskon #ollshop #shoping,efviel
397,"gak usa pusing, barang kita #murah ditambah selalu ada diskon #sale - cek aja ya sis/bro - https://t.co/idjcyqD6gi",olshopbali
398,"NYX soft matte lipcream Harga counter 125.000 Disini diskon cuma 95.000 aja Produk original ya, no tipu-tipu  Boleh tanya dulu di kolom comment Langsung order, whatsapp 081394382728",kiranagita
399,Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% https://t.co/6pjtSxQcgS  #PromoHotel #HotelMurah #Liburan #Hotel,AyuTasia_
400,ERAFONE EXHIBITION di Pondok Indah Mall 1  Duta Mal Banjarmasin dan Plaza Ambarrakumo Yogyakarta - DISKON hingga Rp1 5 Juta  tambahan diskon hingga Rp1 Juta menggunakan Kartu Kredit BRI &amp; Mandiri tanggal 29 Oktober - 04 November 2018 | Info lengkap di https://t.co/ZgZVu210H0,katalogpromosi
401,postingiklan Promo Peninggi Badan Diskon 50rb Paket 30hari/40 hari sampai tgl 26-08 083878097619 https://t.co/5PJuf2zmRG,rajapeninggibdn
402,COD pembelian voucher game online dengan murah + diskon! Kapan lagi? khusus untuk daerah jabodetabek yaaa!,mooienterprise
403,Promo ALFAMART Katalog Alfamart JSM Akhir Pekan 2 - 4 November 2018 | Lihat info selengkapnya di https://t.co/XRnNIxlEpJ https://t.co/XRnNIxlEpJ,harga_promo
404,Buat kalian yang lagi nyari-nyari Hape Baru - Jangan Lupa mampir yah ke Erafone Mal Ciputra Jakarta - Soalnya lagi ada CLEARANCE SALE dengan Diskon hingga 86% - Hemat hingga Rp. 2 1 Juta | Pengen tau hape aja yang diskon ? Yuk intip daftarnya  disini https://t.co/h96hktyjTJ,katalogpromosi
405,Kapan hari siapa ya yang pingin join Oriflame tapi nunggu diskon??  . . 49.900 mahal katanya  gimana dengan 9.900??   apa masih keberatan?  . . atau mau GRATIS??? siapa https://t.co/Keqh3dvYyI,ajengsmile
406," kambing, daging ayam, dan daging ikan.  Semua itu ia dapatkan secara diskon, karena akan lebih murah untuk mengirit pengeluaran juga pasti akan lumayan. Setelah semuanya sudah berada di genggamannya. Lanjut ia pergi pulang ke mansion banyak, tentu saja. ",duplicateblade
407,"Sahabat, yuk nikmati belanja hemat produk-produk kecantikan dari Sogo Department Store bagi nasabah#mandiridebitatau#mandiricard. Ada tambahan diskon hingga 50% dengan tukar#fiestapoin, lho!https://t.co/29V3dVoHBf#mandiripromo https://t.co/Ub7vjtBFw9",mandirifiesta
408,"Diskon BH khusus pelajar, follow JualBH",BStrengto
409,PAYLESS SHOESOURCE Promo Additional diskon 10% untuk RED TAG ITEMS | Lihat informasi promosi dan ketentuan selengkapnya disini https://t.co/4g0xD5bUry,katalogpromosi
410,"[askMF] maaf nih aku kudet, maksud dari sh0pee 11.11 itu gimana ya? Jadi tgl 11 itu diskon besar2an di official doang apa gimana:(",askmenfess
411,yang kepo yang kepo mas mbak https://t.co/t1ETT38nhw diskon 50%,kemrondallasrp
412,Mau kemeja zara keren diskon sampai dgn 50% ? Kunjungi Senayan City Lantai 2 https://t.co/Y9c4J8QVLf,LagiSale
413,"Diskon Besar""an Nih Di ijenorensdistro Buruan Yg Pengen Cari Atribut / Merchandise Pusamania Silahkan Dtg Ke ijenorensdistro .. https://t.co/3Iyy4sLIG3",zhelyndezo
414,Promo TOSERBA YOGYA Katalog JSM Akhir Pekan 2 - 4 November 2018 | Lihat info selengkapnya di https://t.co/YkLmgbpq1y https://t.co/YkLmgbpq1y,harga_promo
415,Promo diskon murah hanya di https://t.co/a7WQxzx5XQ #bukalapak https://t.co/gAnqdBT7J2 ##diskon #ollshop #shoping,efviel
416,165 Wedding Exhibition Bakal Banjir Diskon dan Hadiah https://t.co/yDqz2W61pU https://t.co/sdgxNEaj5U,radar_malang
417,Daftar Diskon Helm Arai dan Apparel RS Taichi dari Prime Gears di IMOS2018 https://t.co/q8v3VXuTRr https://t.co/uIhRmQZgNK,NaikMotor_ID
418,@putri_apr Ai sepatu kuda lagi diskon gak put? Hahahahaha...,Adit_iLive
419,HOLLAND BAKERY Promo DISKON 20% Off* untuk Holland Banana Crepes mulai tanggal 22 Oktober - 04 November 2018 | Lihat informasi dan promosi selengkapnya hanya di https://t.co/Zdw6zirx2N,katalogpromosi
420,Uang bukan segalanya. Masih ada Mastercard dan Visa.   Belanja online #murah #diskon aman dan terpercaya check i ##diskon #ollshop #shoping,efviel
421,Promo GIANT Katalog Giant JSM Akhir Pekan 2 - 4 November 2018 | Lihat info selengkapnya di https://t.co/PIqe5WJXBj https://t.co/PIqe5WJXBj,harga_promo
422,"Diskon Besar""an Nih Di ijenorensdistro Buruan Yg Pengen Cari Atribut / Merchandise Pusamania Silahkan Dtg Ke ijenorensdistro  #DemiKejayaanSamarinda  #wearepusamania @ Samarinda https://t.co/4VMAXmtGwx",Militan94
423,@tyoungjaems gpp beb mumpung diskon ,markeupeach
424,Diskon dan Bonus Goda Pembeli Smartphone di Indocomtech 2018 https://t.co/pIwhLamSGD https://t.co/90MVnkM4G5,detikinet
425,Promo HYPERMART Katalog Hypermart JSM Akhir Pekan 2 - 4 November 2018 | Lihat info selengkapnya di https://t.co/phw2z8VKpe https://t.co/phw2z8VKpe,harga_promo
426,Klarjoan  Klik Link untuk dapatkan diskon di website kami !!!  Fast Respon by WA  Cek Koleksi yang lain di Website kami.  #kawanoaa #kawanua #manado #olshop #sablon #blouse https://t.co/qNv3WGaMwF,kawanooa
427,TERPOPULER- Diskon Gila-gilaan Harga Handphone Berbagai Merek Hingga 90 Persen di Indocomtech 2018 https://t.co/sDw9ZJ5jWE lewat @Tribun_Jakarta,Tribun_Jakarta
428,"Belanja apa saja di Dinomarket, hari ini dengan menggunakan @goodlifebca Klik Pay, kamu bisa dapatin diskon 50 Ribu. Mau? Khusus hari Kamis aja jangan sampai terlewatkan ya Dinolovers, dan terus tingkatkan transaksi kamu ^^ Klik https://t.co/Wlk87v92fa https://t.co/v6lJFQgzao",DINOMARKET
429,"DISKON 200RIBU + FREE STRAP 2 PCS*! New Samsung Galaxy Watch. Kontrol semua aktivitas kamu hanya dalam satu langkah, Samsung Galaxy Watch begitu elegan dan mewah. Klik https://t.co/B0JzCqHB2D  Lebih mudah tanya2 dan belanja melalui chat whatsapp di no 0811-11-3466. https://t.co/6s1nktGJnQ",DINOMARKET
430,"Kamu hobi fotografi? Mulai abadikan setiap momen kamu dengan Fujifilm Mirrorless Camera X-A5! Dapatkan hasil foto yang tajam dan juga kualitas terbaik, juga nikmati DISKON hingga 500Ribu. Yuk miliki sekarang dengan harga spesial disini https://t.co/yf1FdfbSnz https://t.co/vcT04AjNYO",DINOMARKET
431,"Blus Kartini Paris Cap Ukuran: tercantum di gambar, no accessories Baha: tercantum di gambar  Harga ecer: 165rb/pcs  Beli banyak dapat diskon Reseller welcome  Contact &amp; Order: check Bio https://t.co/mQsin7xQZG",ria_indra
432,"Promo akhir tahun nih dinolovers^^! Yuk nikmati Diskon 15% dan e-Voucher sebesar 50Ribu dengan belanja di https://t.co/AfPmO0bHrK , jangan lupa gunakan kartu kredit &amp; debit @cimb_niaga sebagai metode transaksi kamu ya. Klik sekarang yuk https://t.co/3b5qK9UlcW https://t.co/zLVf6RSS9B",DINOMARKET
433,Gabung di Grup Hematku dan dapatkan diskon spesial! https://t.co/JZMAwpaK5o https://t.co/sawB8leP1l,amrizky13
434,"Bismillah..  Pagi ini, saya akan sharing kinclong lagi tentang si detergen ramah lingkungan dari HNI.. Green wash 1 sachet bisa untuk 2x cuci hanya 2000 perak atau sebungkus hanya 36rb dengan menggunakan kartu diskon   #JumatBerkah #HNISolusi #HalalisMyWay",KhodijahAbad21
435,"Couple Gamis Krisna  Ukuran: tercantum di gambar, no accessories  Bahan: tercantum di gambar  Harga ecer: 245rb/sepasang Beli banyak dapat diskon  Reseller/Dropship welcome  Contact &amp; https://t.co/Y5VZ43fo62",ria_indra
436,@cyjm96 kemaren waktu gatse oliv aja dapet diskon wkwkkk beli tiket jam stengah 6 ,ibaenong
437,@cyjm96 Beli tiket yang jam terakhir puj wkwkkwkw biar krna diskon,ibaenong
438,"wuih FM 2019 udah launching. keliatannya ok neh, diskon pula",helmanza
439,Katalog ALFAMIDI Promo JSM Akhir Pekan 26 - 28 Oktober 2018 | Lihat info selengkapnya di https://t.co/XrjdOjXYoJ https://t.co/XrjdOjXYoJ,harga_promo
440,"@atasbumantara ""Diskon deh ya mas? Saya butuh tiketnya mas.""",taeyorgnct
441,"kunjungi website kami, dapatkan diskon menarik sob https://t.co/knxRLa9fT1 :)",HEADWAYshoes
442,"Bismillah Jumat Berkah . Parfum Kece , unik sesuai dengan Karakter mu saat ini sis .  Member masih diskon 30% ya .  WA085727344438",pafresa
443,Mesin mobil cardholders sudah mulai terasa tidak enak? Berarti sudah butuh di service nih. Tunas BMW solusinya. Gunakan #mandiricard dan dapatkan diskon spesialnya https://t.co/oISXSrEo52 #mandiripromo https://t.co/VHccJOm2BO,mandiricard
444,"Cardholders, jangan lupa setiap hari Rabu pasti banyak diskon di e-commerce favorit. Nah, giliran Berrybenka nih yang ada diskon hingga 15% tentunya dengan #mandiricard #mandiripromo https://t.co/NJfE4EsiEL https://t.co/nhWcRGyyfu",mandiricard
445,Diskon dapat di duga! Ga nyesel deh milih markobar wkwk @kaesangp https://t.co/dXmMbi1nC1,nevaaardeliaji
446," Geser   Promo khusus di stan Cobra Dental - 3M selama Foril XI, 2018.  Jangan lupa kunjungi stan kami di booth B 37- B 48, Balai Kartini, Jakarta, pada 1-3 November 2018. . . . #cobradental #dental #dentist #dentistry #kedokterangigi #dentalsupply #forilxii #promo #diskon",CobraDental
447,"Awal bulan banyak diskon, sungguh godaan yg sangat berat ",missdeanaa
